word,type
disturbs,v
disulphide,
disunion,n
disunite,v
disunity,n
disuse,n
disused,s
disyllabic,s
disyllable,n
ditch,n
ditched,v
ditches,n
ditching,v
dither,n
dithered,v
dithering,n
dithers,n
ditties,n
ditto,n
ditty,n
diuresis,n
diuretic,n
diuretics,n
diurnal,a
diva,n
divan,n
divans,n
divas,n
dive,n
divebombing,
dived,v
diver,n
diverge,v
diverged,v
divergence,n
divergences,n
divergent,s
diverges,v
diverging,v
divers,n
diverse,s
diversely,r
diversification,n
diversified,v
diversifies,v
diversify,v
diversifying,v
diversion,n
diversionary,s
diversions,n
diversities,n
diversity,n
divert,v
diverted,v
diverticular,
diverting,v
diverts,v
dives,n
divest,v
divested,v
divesting,v
divide,n
divided,v
dividend,n
dividends,n
divider,n
dividers,n
divides,n
dividing,v
divination,n
divine,n
divined,v
divinely,r
diviner,n
divines,n
divinest,s
diving,n
divining,v
divinities,n
divinity,n
divisibility,n
divisible,a
division,n
divisional,a
divisions,n
divisive,s
divisiveness,
divisor,n
divisors,n
divorce,n
divorced,v
divorcee,n
divorcees,n
divorces,n
divorcing,v
divot,n
divots,n
divulge,v
divulged,v
divulges,v
divulging,v
dizzier,s
dizziest,s
dizzily,r
dizziness,n
dizzy,v
dizzying,v
dizzyingly,
do,n
doberman,n
doc,n
docile,a
docilely,
docility,n
dock,n
dockage,n
docked,v
docker,n
dockers,n
docket,n
dockets,n
docking,n
dockland,
docklands,
docks,n
dockside,n
dockyard,n
dockyards,n
docs,n
doctor,n
doctoral,a
doctorate,n
doctorates,n
doctored,v
doctoring,v
doctors,n
doctrinaire,n
doctrinal,a
doctrinally,r
doctrine,n
doctrines,n
document,n
documentaries,n
documentary,n
documentation,n
documented,v
documenting,v
documents,n
dodecahedra,
dodecahedral,
dodecahedron,n
dodge,n
dodged,v
dodgem,n
dodgems,n
dodger,n
dodgers,n
dodges,n
dodgier,s
dodging,n
dodgy,s
dodo,n
doe,n
doer,n
doers,n
does,n
doesnt,
doffed,v
doffing,v
dog,n
dogdays,
doge,n
dogeared,
doges,n
dogfight,n
dogfights,n
dogfish,n
dogged,v
doggedly,r
doggedness,n
doggerel,n
dogging,v
doggy,n
doglike,s
dogma,n
dogmas,n
dogmatic,s
dogmatically,r
dogmatism,n
dogmatist,n
dogmatists,n
dogood,
dogooder,
dogooders,
dogs,n
dogsbody,n
dogtag,
dogy,n
doh,n
dohs,n
doily,n
doing,v
doings,n
doityourself,
doldrums,n
dole,n
doled,
doleful,s
dolefully,r
dolerite,
doles,n
doling,
doll,n
dollar,n
dollars,n
dolled,
dollies,n
dollop,n
dolls,n
dolly,n
dolman,n
dolmen,n
dolomite,n
dolorous,s
dolphin,n
dolphinarium,
dolphins,n
dolt,n
domain,n
domains,n
dome,n
domed,s
domes,n
domestic,n
domestically,r
domesticated,v
domestication,n
domesticity,n
domestics,n
domicile,n
domiciled,v
domiciliary,a
dominance,n
dominant,n
dominantly,
dominate,v
dominated,v
dominates,v
dominating,v
domination,n
domineer,v
domineered,v
domineering,v
dominion,n
dominions,n
domino,n
don,n
donate,v
donated,v
donates,v
donating,v
donation,n
donations,n
done,v
dong,n
donga,
donjuan,
donkey,n
donkeys,n
donned,v
donning,v
donor,n
donors,n
dons,n
dont,
donut,n
doodle,n
doodled,v
doodles,n
doodling,v
doom,n
doomed,n
dooming,v
dooms,n
doomsday,n
door,n
doorbell,n
doorbells,n
doorhandles,n
doorkeeper,n
doorkeepers,n
doorknob,n
doorknobs,n
doorman,n
doormat,n
doormats,n
doormen,n
doornail,n
doorpost,n
doors,n
doorstep,n
doorsteps,n
doorstop,n
doorstops,n
doorway,n
doorways,n
dopamine,n
dope,n
doped,v
dopes,n
dopey,s
dopier,s
doping,v
dopy,s
dor,
dorado,n
dormancy,n
dormant,s
dormer,n
dormers,n
dormice,n
dormitories,n
dormitory,n
dormouse,n
dorsal,a
dorsally,r
dosage,n
dosages,n
dose,n
dosed,v
doses,n
dosing,v
dossier,n
dossiers,n
dot,n
dotage,n
dote,v
doted,v
dotes,v
doting,v
dots,n
dotted,v
dottiness,
dotting,v
dotty,s
double,n
doublebarrelled,
doublecross,
doublecrossing,
doubled,v
doubledealing,
doubledecker,
doubledeckers,
doubles,n
doublet,n
doubletalk,
doublets,n
doubling,n
doubly,r
doubt,n
doubted,v
doubter,n
doubters,n
doubtful,s
doubtfully,r
doubting,v
doubtingly,
doubtless,r
doubtlessly,r
doubts,n
douche,n
douching,v
dough,n
doughnut,n
doughnuts,n
doughs,n
doughty,
dour,s
dourly,r
dourness,
douse,v
doused,v
dousing,n
dove,n
dovecot,
dovecote,n
dover,n
doves,n
dovetail,n
dovetails,n
dowager,n
dowagers,n
dowdier,s
dowdiest,s
dowdy,n
dowel,n
dowelling,
dowels,n
down,n
downbeat,n
downcast,n
downed,v
downfall,n
downgrade,n
downgraded,v
downgrades,n
downgrading,v
downhearted,s
downhill,n
downing,n
downland,
downlands,
download,v
downloaded,v
downloading,v
downloads,v
downpipe,
downpipes,
downplay,v
downplayed,v
downpour,n
downpours,n
downright,s
downs,n
downside,n
downsize,v
downsized,v
downsizing,n
downstage,n
downstairs,a
downstream,a
downswing,n
downtoearth,
downtrodden,s
downturn,n
downturns,n
downward,s
downwardly,r
downwards,r
downwind,s
downy,s
dowries,n
dowry,n
dowse,n
dowser,n
dowsers,n
dowsing,n
doyen,n
doyenne,n
doyens,n
doze,n
dozed,v
dozen,n
dozens,n
dozes,n
dozier,s
dozing,v
dozy,s
dr,
drab,n
drabness,n
drachm,n
drachma,n
drachmas,n
dracone,
draconian,a
dracula,n
draft,n
drafted,v
draftee,n
draftees,n
drafter,n
drafters,n
draftier,s
drafting,n
drafts,n
draftsman,n
drafty,s
drag,n
dragged,v
dragging,v
dragnet,n
dragon,n
dragonflies,n
dragonfly,n
dragons,n
dragoon,n
dragooned,v
dragoons,n
drags,n
drain,n
drainage,n
drained,v
drainer,
draining,v
drainpipe,n
drainpipes,n
drains,n
drake,n
drakes,n
dram,n
drama,n
dramas,n
dramatic,a
dramatically,r
dramatics,n
dramatisation,n
dramatisations,n
dramatise,v
dramatised,v
dramatising,v
dramatist,n
dramatists,n
dramaturgical,a
drank,v
drape,n
draped,v
draper,n
draperies,n
drapers,n
drapery,n
drapes,n
draping,v
drastic,s
drastically,r
drat,
draught,n
draughtier,s
draughtiest,s
draughts,n
draughtsman,n
draughtsmanship,
draughtsmen,n
draughty,s
draw,n
drawable,
drawback,n
drawbacks,n
drawbridge,n
drawbridges,n
drawcord,
drawees,n
drawer,n
drawers,n
drawing,n
drawings,n
drawl,n
drawled,v
drawling,v
drawls,n
drawn,v
draws,n
dray,n
drays,n
dread,n
dreaded,v
dreadful,s
dreadfully,r
dreadfulness,n
dreading,v
dreadlocks,n
dreadnought,n
dreads,n
dream,n
dreamed,v
dreamer,n
dreamers,n
dreamier,s
dreamiest,s
dreamily,r
dreaming,n
dreamland,n
dreamless,s
dreamlike,s
dreams,n
dreamt,v
dreamy,s
drear,s
drearier,s
dreariest,s
drearily,r
dreariness,n
dreary,s
dredge,n
dredged,v
dredger,n
dredges,n
dredging,v
dregs,n
drench,v
drenched,v
drenches,v
drenching,n
dress,n
dressage,n
dressed,v
dresser,n
dressers,n
dresses,n
dressing,n
dressings,n
dressmaker,n
dressmakers,n
dressmaking,n
dressy,s
drew,n
dribble,n
dribbled,v
dribbler,n
dribbles,n
dribbling,n
dried,v
drier,n
driers,n
dries,n
driest,a
drift,n
drifted,v
drifter,n
drifters,n
drifting,n
drifts,n
driftwood,n
drill,n
drilled,v
driller,
drilling,n
drills,n
drily,r
drink,n
drinkable,n
drinker,n
drinkers,n
drinking,n
drinks,n
drip,n
dripdry,
dripped,v
dripping,n
drippy,s
drips,n
drivable,
drive,n
drivein,
driveins,
drivel,n
drivelled,v
drivelling,v
drivels,n
driven,v
driver,n
driverless,
drivers,n
drives,n
driveway,n
driveways,n
driving,n
drizzle,n
drizzled,v
drizzles,n
drizzling,v
drizzly,s
droll,s
droller,s
drollery,n
drollest,s
dromedaries,n
dromedary,n
drone,n
droned,v
drones,n
droning,n
drool,n
drooled,v
drooling,v
drools,n
droop,n
drooped,v
droopier,
droopiest,
drooping,v
droopingly,r
droops,n
droopy,s
drop,n
droplet,n
droplets,n
dropout,n
dropouts,n
dropped,v
dropper,n
dropping,v
droppings,n
drops,n
dropsy,n
dross,n
drought,n
droughts,n
drove,n
drover,n
drovers,n
droves,n
droving,
drown,v
drowned,v
drowning,v
drownings,v
drowns,v
drowse,n
drowsed,v
drowses,n
drowsier,s
drowsiest,s
drowsily,r
drowsiness,n
drowsy,s
drub,v
drubbed,v
drubbing,n
drudge,n
drudgery,n
drudges,n
drug,n
drugged,v
drugging,n
druggist,n
drugs,n
druid,n
druids,n
drum,n
drumbeat,n
drumbeats,n
drummed,v
drummer,n
drummers,n
drumming,n
drums,n
drumsticks,n
drunk,n
drunkard,n
drunkards,n
drunken,s
drunkenly,r
drunkenness,n
drunker,a
drunks,n
dry,n
drycleaned,
drycleaning,
dryer,n
dryers,n
dryeyed,
drying,v
dryish,
dryly,r
dryness,n
drystone,
dual,s
dualism,n
dualisms,n
dualist,n
dualistic,a
dualities,n
duality,n
dually,
duals,
dub,n
dubbed,v
dubbing,n
dubious,s
dubiously,r
dubiousness,n
dublin,n
dubs,n
duce,n
duchess,n
duchesses,n
duchies,n
duchy,n
duck,n
duckbill,n
duckbilled,
duckboards,n
ducked,v
ducking,n
duckings,n
duckling,n
ducklings,n
duckpond,
ducks,n
duct,n
ducted,
ductile,s
ducting,
ducts,n
dud,n
dude,n
dudes,n
dudgeon,n
duds,n
due,n
duel,n
duelled,v
dueller,n
duellers,n
duelling,v
duellist,n
duels,n
dues,n
duet,n
duets,n
duff,n
duffel,n
dug,n
dugout,n
dugouts,n
duiker,
duke,n
dukedom,n
dukedoms,n
dukes,n
dulcet,s
dulcimer,n
dull,v
dullard,n
dullards,n
dulled,v
duller,a
dullest,a
dulling,v
dullness,n
dulls,v
dully,r
dulness,
duly,r
dumb,s
dumbbell,n
dumber,s
dumbest,s
dumbfound,v
dumbfounded,v
dumbfounding,v
dumbfounds,v
dumbly,r
dumbness,n
dumbstruck,s
dumfound,
dumfounded,s
dumfounding,s
dumfounds,
dummied,v
dummies,n
dummy,n
dump,n
dumped,v
dumper,n
dumping,n
dumpling,n
dumplings,n
dumps,n
dumpy,a
dun,n
dunce,n
dunces,n
dune,n
dunes,n
dung,n
dungarees,n
dungbeetle,
dungeon,n
dungeons,n
dunghill,n
dunked,v
dunking,v
dunkirk,n
duo,n
duodenal,a
duodenum,n
duologue,n
duomo,n
duopoly,
dupe,n
duped,v
dupes,n
duplex,n
duplicability,n
duplicate,n
duplicated,v
duplicates,n
duplicating,v
duplication,n
duplications,n
duplicator,n
duplicators,n
duplicities,n
duplicitous,s
duplicity,n
durability,n
durable,s
durables,n
durance,n
duration,n
durations,n
durban,n
duress,n
during,
dusk,n
duskier,s
dusky,s
dust,n
dustbin,n
dustbins,n
dustcart,n
dusted,v
duster,n
dusters,n
dustier,s
dustily,
dusting,v
dustman,n
dustmen,n
dustpan,n
dusts,n
dusty,s
dutch,n
dutchman,n
dutchmen,n
duties,n
dutiful,s
dutifully,r
dutifulness,n
duty,n
dutyfree,
duvet,n
duvets,n
dux,
dwarf,n
dwarfed,v
dwarfing,v
dwarfish,s
dwarfs,n
dwarves,n
dwell,v
dwelled,v
dweller,n
dwellers,n
dwelling,n
dwellings,n
dwells,v
dwelt,v
dwindle,v
dwindled,v
dwindles,v
dwindling,n
dyad,n
dyadic,a
dye,n
dyed,v
dyeing,n
dyeings,n
dyer,n
dyers,n
dyes,n
dyestuff,n
dyestuffs,n
dying,n
dyke,n
dykes,n
dynamic,n
dynamical,a
dynamically,r
dynamics,n
dynamism,n
dynamite,n
dynamited,v
dynamo,n
dynast,n
dynastic,a
dynasties,n
dynasts,n
dynasty,n
dyne,n
dysentery,n
dysfunction,n
dysfunctional,s
dysfunctions,n
dyslexia,n
dyslexic,a
dyslexically,
dyslexics,
dyspepsia,n
dyspeptic,n
dystrophy,n
each,s
eager,n
eagerly,r
eagerness,n
eagle,n
eagles,n
eaglet,n
eaglets,n
ear,n
earache,n
earaches,n
eardrop,n
eardrops,n
eardrum,n
eardrums,n
eared,s
earful,n
earholes,
earl,n
earldom,n
earldoms,n
earlier,s
earliest,s
earlobe,n
earlobes,n
earls,n
early,a
earmark,n
earmarked,v
earmarking,v
earn,v
earned,v
earner,n
earners,n
earnest,n
earnestly,r
earnestness,n
earning,v
earnings,n
earns,v
earphone,n
earphones,n
earpiece,n
earpieces,n
earplug,n
earplugs,n
earring,n
earrings,n
ears,n
earshot,n
earsplitting,s
earth,n
earthbound,s
earthed,v
earthen,a
earthenware,n
earthiness,
earthing,n
earthling,n
earthlings,n
earthly,a
earthquake,n
earthquakes,n
earths,n
earthshaking,s
earthshattering,
earthwards,
earthwork,n
earthworks,n
earthworm,n
earthworms,n
earthy,s
earwax,n
earwig,n
earwigs,n
ease,n
eased,v
easel,n
easels,n
easement,n
easements,n
eases,n
easier,a
easiest,a
easily,r
easiness,n
easing,n
east,n
eastbound,s
easter,n
easterly,n
eastern,s
easterners,n
easternmost,s
easting,
eastward,n
eastwards,n
easy,a
easygoing,s
eat,v
eatable,n
eatage,n
eaten,v
eater,n
eaters,n
eatery,n
eating,n
eatings,n
eats,n
eaves,n
eavesdrop,v
eavesdropped,v
eavesdropper,n
eavesdroppers,n
eavesdropping,v
eavesdrops,v
ebb,n
ebbed,v
ebbing,n
ebbs,n
ebbtide,n
ebony,n
ebullience,n
ebullient,s
eccentric,n
eccentrically,r
eccentricities,n
eccentricity,n
eccentrics,n
ecclesiastic,n
ecclesiastical,a
ecclesiastically,r
echelon,n
echelons,n
echidna,n
echidnas,n
echinoderm,n
echinoderms,n
echo,n
echoed,v
echoic,a
echoing,v
eclair,n
eclairs,n
eclectic,n
eclecticism,n
eclipse,n
eclipsed,v
eclipses,n
eclipsing,v
ecliptic,n
ecological,a
ecologically,r
ecologist,n
ecologists,n
ecology,n
econometric,a
econometrics,n
economic,a
economical,s
economically,r
economics,n
economies,n
economisation,
economise,v
economised,v
economises,v
economising,v
economist,n
economists,n
economy,n
ecosystem,n
ecosystems,n
ecstasies,n
ecstasy,n
ecstatic,s
ecstatically,r
ectopic,a
ectoplasm,n
ecuador,n
ecumenical,s
ecumenically,
ecumenism,n
eczema,n
eddied,v
eddies,n
eddy,n
eddying,v
edema,n
eden,n
edge,n
edged,v
edgeless,s
edges,n
edgeways,r
edgewise,r
edgier,s
edgily,
edginess,n
edging,n
edgings,n
edgy,s
edibility,n
edible,n
edibles,n
edict,n
edicts,n
edification,n
edifice,n
edifices,n
edified,v
edifies,v
edify,v
edifying,v
edison,n
edit,v
editable,
edited,v
editing,n
edition,n
editions,n
editor,n
editorial,n
editorialised,v
editorially,r
editorials,n
editors,n
editorship,n
editorships,n
edits,v
educate,v
educated,v
educates,v
educating,v
education,n
educational,a
educationalist,n
educationalists,n
educationally,r
educationist,n
educationists,n
educations,n
educative,s
educator,n
educators,n
eduction,
eel,n
eels,n
eelworm,n
eelworms,n
eerie,s
eerier,s
eeriest,s
eerily,r
eeriness,n
eery,s
efface,v
effaced,v
effacing,v
effect,n
effected,v
effecting,v
effective,a
effectively,r
effectiveness,n
effector,n
effectors,n
effects,n
effectual,a
effectually,r
effeminacy,n
effeminate,s
efferent,n
effervescence,n
effervescent,a
effete,s
efficacious,a
efficacy,n
efficiencies,n
efficiency,n
efficient,a
efficiently,r
effigies,n
effigy,n
effluent,n
effluents,n
effluvia,n
effluxion,
effort,n
effortless,a
effortlessly,r
efforts,n
effrontery,n
effulgence,n
effulgent,s
effusion,n
effusions,n
effusive,s
effusively,r
eg,
egalitarian,n
egalitarianism,n
egalitarians,n
egg,n
egged,v
eggheads,n
egging,v
eggs,n
eggshell,n
eggshells,n
ego,n
egocentric,n
egocentricity,
egoism,n
egoist,n
egoistic,a
egoists,n
egomania,n
egomaniac,n
egomaniacs,n
egotism,n
egotist,n
egotistic,s
egotistical,s
egotistically,r
egotists,n
egregious,s
egress,n
egret,n
egrets,n
egypt,n
egyptian,n
eh,
eider,n
eiderdown,n
eidetic,s
eigenfunction,
eigenfunctions,
eigenstate,
eigenstates,
eigenvalue,n
eigenvalues,n
eight,n
eighteen,n
eighteenth,n
eightfold,s
eighth,n
eighties,n
eightieth,n
eightpence,n
eights,n
eighty,n
einstein,n
eire,n
eisteddfod,n
either,r
eject,v
ejected,v
ejecting,v
ejection,n
ejections,n
ejector,n
ejectors,n
ejects,v
eke,
eked,
eking,
elaborate,v
elaborated,v
elaborately,r
elaborateness,n
elaborates,v
elaborating,v
elaboration,n
elaborations,n
elal,
elan,n
eland,n
elands,n
elapse,v
elapsed,v
elapses,v
elapsing,v
elastic,n
elastically,
elasticated,
elasticities,n
elasticity,n
elastics,n
elastin,n
elastodynamics,
elate,v
elated,v
elates,v
elation,n
elbe,n
elbow,n
elbowed,v
elbowing,n
elbows,n
elder,n
elderberries,n
elderberry,n
elderflower,
elderly,n
elders,n
eldest,n
eldorado,n
elect,n
electability,
electable,
elected,v
electing,v
election,n
electioneering,n
elections,n
elective,n
elector,n
electoral,a
electorally,
electorate,n
electorates,n
electors,n
electric,n
electrical,a
electrically,r
electrician,n
electricians,n
electricity,n
electrics,n
electrification,n
electrified,v
electrify,v
electrifying,v
electro,
electrocardiogram,n
electrocardiographic,a
electrochemical,a
electrochemically,
electrocute,v
electrocuted,v
electrocutes,v
electrocuting,v
electrocution,n
electrode,n
electrodes,n
electrodynamic,
electrodynamics,
electroencephalogram,n
electroluminescent,
electrolyse,
electrolysed,
electrolysing,
electrolysis,n
electrolyte,n
electrolytes,n
electrolytic,n
electrolytically,
electromagnet,n
electromagnetic,a
electromagnetically,
electromagnetism,n
electromechanical,a
electromechanics,
electromotive,a
electron,n
electronegative,s
electronic,a
electronically,r
electronics,n
electrons,n
electrophoresis,n
electrostatic,a
electrostatics,n
electrotechnical,
elects,n
elegance,n
elegant,a
elegantly,r
elegiac,a
elegies,n
elegy,n
element,n
elemental,a
elementally,
elementarily,r
elementary,s
elements,n
elephant,n
elephantiasis,n
elephantine,s
elephants,n
elevate,v
elevated,n
elevates,v
elevating,v
elevation,n
elevations,n
elevator,n
elevators,n
eleven,n
eleventh,n
elf,n
elfin,s
elflike,s
elgreco,
elicit,v
elicitation,n
elicited,v
eliciting,v
elicits,v
elide,v
elided,v
elides,v
eliding,v
eligibility,n
eligible,a
eligibly,
elijah,n
eliminate,v
eliminated,v
eliminates,v
eliminating,v
elimination,n
eliminations,n
eliminator,n
elision,n
elisions,n
elite,n
elites,n
elitism,n
elitist,n
elitists,n
elixir,n
elixirs,n
elk,n
elks,n
ell,n
ellipse,n
ellipses,n
ellipsis,n
ellipsoid,n
ellipsoidal,s
ellipsoids,n
elliptic,s
elliptical,s
elliptically,
ells,n
elm,n
elms,n
elnino,
elocution,n
elongate,v
elongated,v
elongates,v
elongating,v
elongation,n
elongations,n
elope,v
eloped,v
elopement,n
elopes,v
eloping,v
eloquence,n
eloquent,s
eloquently,r
els,n
else,
elsewhere,r
elucidate,v
elucidated,v
elucidates,v
elucidating,v
elucidation,n
elude,v
eluded,v
eludes,v
eluding,n
elusion,n
elusions,n
elusive,s
elusively,
elusiveness,n
eluted,v
elution,n
elven,
elves,n
elvish,s
elysee,
em,n
emaciate,v
emaciated,v
emaciation,n
email,n
emailed,v
emanate,v
emanated,v
emanates,v
emanating,v
emanation,n
emanations,n
emancipate,v
emancipated,v
emancipates,v
emancipating,v
emancipation,n
emancipator,n
emancipatory,
emasculate,v
emasculated,v
emasculating,v
emasculation,n
embalm,v
embalmed,v
embalmer,n
embalmers,n
embalming,v
embalms,v
embank,v
embankment,n
embankments,n
embargo,n
embargoed,v
embark,v
embarkation,n
embarked,v
embarking,v
embarks,v
embarrass,v
embarrassed,v
embarrassedly,
embarrasses,v
embarrassing,v
embarrassingly,r
embarrassment,n
embarrassments,n
embassies,n
embassy,n
embattle,v
embattled,v
embed,v
embeddable,
embedded,v
embedding,v
embeddings,
embeds,v
embellish,v
embellished,v
embellishing,v
embellishment,n
embellishments,n
ember,n
embers,n
embezzle,v
embezzled,v
embezzlement,n
embezzler,n
embezzlers,n
embezzling,v
